,activity,grade,merit,message,time,user
0,515       ,Sr. Member Offline,250        ENTRY cryptocurrency,['There is a good point on it. But somehow people loves to speculate and it is becoming part of the game. I cannot let myself out of these news and charting analysis too as they are also proven effective. '],"August 10, 2018, 09:10:22 AM",DaveWave
1,417       ,Sr. Member Offline,250,"['This is very true. Mostly, predictions only give people false hope and they cause them to do wrong moves. People really shouldn\x92t let speculations and assumptions make them decide what to do.']","August 10, 2018, 09:14:21 AM",ggg123
2,60       ,Newbie Offline,0,['I always believe that we should do prediction but after gain knowledge on that subject but most of the users predict without any knowledge about crypto thats why most of the prediction become fail.'],"August 10, 2018, 10:05:35 AM",HerbalCommunication035
3,980       ,Staff,552        One of the world's leading Bitcoin-powered casinos,"[""If there is someone who can correctly predict the price of most crypto-currencies on the trading market every time, I don't think he would need to post his market prediction online and share it with everyone because he would already become a millionaire by trading himself, I would usually just read those articles about market prediction and use it as a reference guide, and I will still make my own analysis on the market whenever it comes to trading.""]","August 10, 2018, 10:27:52 AM",Barcode_
4,192       ,Member Offline,10,"[""You are almost right, But I think we need prediction too. Without prediction, how can we discuss, how can we make the plan? Son, we need prediction too. But we don't need so-called john McAfee types prediction expert, we need a real prediction, not fake prediction to make a short hype. I think everyone should research hard to make a decision by depending own predictions, not others.""]","August 10, 2018, 08:05:30 PM",GizmoCoinTEAM
5,420       ,Full Member Offline,102,"['of course we cannot just believe in market predictions', '<br/>', 'no one knows what will happen in the future', '<br/>', 'unless he is a time traveler']","August 10, 2018, 09:20:38 PM",bloodyvio
6,448       ,Full Member Offline,100,['Getting better understanding and prediction is not wrong to be able to trust others who are more experienced.'],"August 11, 2018, 03:51:30 PM",Goodday
7,630       ,Sr. Member Online,257,"[""I don't buy into the idea of predicting and speculating the market, the market doesn't respect anybody and it can rubbish any speculation, recall when btc hits $19K+ last year speculations was rife that its gonna hit $50K in 2018 prompting many investment, of course the end result was a disappointment, the market was overwhelming bearish this year I will rather hold my Cryptos a wait for the market to the needful.""]","August 11, 2018, 04:15:02 PM",gabbie2010
8,252       ,Member Offline,10,"['Very well, therea lso are a great number of persons doing bogus prophecy and this is amongst the good reasons connected with the reason there may be an excessive amount fud within the overall current market. Identical occured with november, with the bullish prophecy, there seemed to be an excessive amount media hype.']","August 11, 2018, 04:28:10 PM",nabilanur
9,210       ,Jr. Member Offline,3,"[""I think in this volatile market of bitcoin prediction is the best guide to continue hoping that one day bitcoin will rise again and give us hope. Through prediction you can build a little hope for something you expect to happen. So for me there is nothing wrong if we predict always the bitcoin price. Even in doing trading you always predict because you really don't know if the price in next minutes or hours will going high or going down.""]","August 11, 2018, 05:18:58 PM",amber deposit
10,434       ,Full Member Offline,168,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg41862696#msg41862696"">Quote from: 9jaflick on July 09, 2018, 07:56:47 PM</a></div>', '<div class=""quote"">As an investor one thing you shouldn\'t engage yourself with is Predictions, if you want to be successfully in this Crypto ecosystem, you need to stay off any form of market prediction.<br/><br/>Here are few reasons why you shouldn\'t engaged with it (market/price prediction) <br/><br/>1. Predictions can be wrong<br/><br/>2. Listening to predictions makes you a speculator<br/><br/>3. Listening to predictions makes you an onlooker<br/><br/>4. Price prediction gives you nothing for today, only false hope<br/><br/>5. Listening to price prediction makes you think in one direction<br/><br/>Finally<br/><br/><b>Don\x92t let speculation and assumption make you decide what to do.</b><br/></div>', 'i agree instead of listening in some predictions try to use trading view or try to see the charts but i think its not all about that because whales can manipulate it so there is no way to predict it but if you have a faith and you truly believe in bitcoin just hold it sir.']","August 10, 2018, 09:11:09 AM",josephpogi
11,1022       ,Hero Member Offline,506,"['<div class=""quoteheader""><a href=""https://bitcointalk.org/index.php?topic=4631576.msg43816731#msg43816731"">Quote from: ggg123 on August 10, 2018, 09:14:21 AM</a></div>', '<div class=""quote"">This is very true. Mostly, predictions only give people false hope and they cause them to do wrong moves. People really shouldn\x92t let speculations and assumptions make them decide what to do.<br/></div>', ""It's been part of this industry, when somebody brings some good news and predict that market will rise fomo happens and lots of people buy in, while when fuds showed up panic sellers start to sell out with it, maybe it's about time for traders and investors to start researching and study how market flows and stop following others insight regarding to this market.""]","August 10, 2018, 09:25:13 AM",Golftech
12,3       ,Newbie Offline,0,"['Yes, we should stay away from such predictions as it affects the patience required to hold. One should do his own research. ']","August 10, 2018, 10:06:36 AM",nikolaish
13,182       ,Newbie Offline,0,"[""Everyone can make its own prediction and if you trust somebody else you can hear it and use it.\xa0 I think personally you must have only one prediction about the future of the market. And don't look every day on the price.""]","August 10, 2018, 07:45:49 PM",Namara
14,198       ,Member Offline,10,"['For me it is quite obvious because I am not willing to give my money and my decisions to the 3rd person who would have their own decisions and opinions, it is basically giving my money into stewartship of the another person trusting them.']","August 10, 2018, 08:48:54 PM",ExtremeFacials.com
15,112       ,Copper Member,0,"[""Being that #Crypto doesn't follow Technical analysis, i think Predictions and fundamentals are what drives the market. We should just be careful not to make and listen to unrealistic predictions. Thats all.""]","August 10, 2018, 09:23:30 PM",Xlady
16,182       ,Newbie Offline,0,"['<br/>', 'In my opinion, the market is only an information channel for investors to evaluate and on the basis of their research and inquiry from which to make investment decisions.', '<br/>', 'The fact that I believe in the market is not enough to bring the absolute choice. Sometimes it may be true but it proves your luck is very high.', '<br/>', 'At the moment, there are many sources of information that Bitcoin talk.org is one of the most reputable forums that investors can refer.']","August 11, 2018, 04:08:17 PM",xuzukami
17,83       ,Newbie Offline,0,"[""I once in a while depend on other individuals' forecasts, however\xa0 sometimes i consider it and watch the outlines attempting to comprehend what's happening. You need to understand that cost is a pointer of potential issues. I don't trust that there are individuals holding coins worth many thousands USD and not perusing a solitary forecast. It resembles with any leisure activity that you may have. An auto needs upkeep, a pet needs mind, your speculations isn't an exemption.""]","August 11, 2018, 04:21:41 PM",ZazaG7
